Date,POET
2021-06-01,8.300000190734863
2021-06-02,8.5
2021-06-03,8.399999618530273
2021-06-04,8.600000381469727
2021-06-07,9.0
2021-06-08,9.899999618530273
2021-06-09,9.600000381469727
2021-06-10,9.199999809265137
2021-06-11,8.399999618530273
2021-06-14,8.699999809265137
2021-06-15,9.0
2021-06-16,8.699999809265137
2021-06-17,8.600000381469727
2021-06-18,8.5
2021-06-21,9.0
2021-06-22,8.899999618530273
2021-06-23,8.899999618530273
2021-06-24,8.899999618530273
2021-06-25,8.899999618530273
2021-06-28,9.300000190734863
2021-06-29,10.100000381469727
2021-06-30,11.5
2021-07-01,11.800000190734863
2021-07-02,11.100000381469727
2021-07-06,9.300000190734863
2021-07-07,9.399999618530273
2021-07-08,9.0
2021-07-09,8.600000381469727
2021-07-12,8.399999618530273
2021-07-13,8.5
2021-07-14,8.5
2021-07-15,8.399999618530273
2021-07-16,8.800000190734863
2021-07-19,8.5
2021-07-20,8.5
2021-07-21,8.399999618530273
2021-07-22,8.300000190734863
2021-07-23,8.300000190734863
2021-07-26,8.300000190734863
2021-07-27,8.199999809265137
2021-07-28,8.300000190734863
2021-07-29,8.5
2021-07-30,9.0
2021-08-02,9.199999809265137
2021-08-03,8.899999618530273
2021-08-04,8.699999809265137
2021-08-05,8.600000381469727
2021-08-06,8.699999809265137
2021-08-09,8.699999809265137
2021-08-10,8.899999618530273
2021-08-11,9.199999809265137
2021-08-12,8.699999809265137
2021-08-13,8.800000190734863
2021-08-16,8.699999809265137
2021-08-17,8.5
2021-08-18,8.600000381469727
2021-08-19,8.300000190734863
2021-08-20,8.100000381469727
2021-08-23,8.199999809265137
2021-08-24,8.0
2021-08-25,8.100000381469727
2021-08-26,8.100000381469727
2021-08-27,8.399999618530273
2021-08-30,8.5
2021-08-31,8.5
2021-09-01,8.699999809265137
2021-09-02,9.100000381469727
2021-09-03,8.899999618530273
2021-09-07,8.699999809265137
2021-09-08,8.5
2021-09-09,8.5
2021-09-10,8.300000190734863
2021-09-13,8.100000381469727
2021-09-14,8.100000381469727
2021-09-15,8.199999809265137
2021-09-16,8.0
2021-09-17,8.100000381469727
2021-09-20,7.900000095367432
2021-09-21,8.0
2021-09-22,8.100000381469727
2021-09-23,8.0
2021-09-24,8.0
2021-09-27,8.100000381469727
2021-09-28,7.900000095367432
2021-09-29,8.100000381469727
2021-09-30,8.199999809265137
2021-10-01,8.300000190734863
2021-10-04,7.900000095367432
2021-10-05,10.0
2021-10-06,9.199999809265137
2021-10-07,8.800000190734863
2021-10-08,8.699999809265137
2021-10-11,8.600000381469727
2021-10-12,8.399999618530273
2021-10-13,8.300000190734863
2021-10-14,8.199999809265137
2021-10-15,8.199999809265137
2021-10-18,8.199999809265137
2021-10-19,8.199999809265137
2021-10-20,8.600000381469727
2021-10-21,8.300000190734863
2021-10-22,8.300000190734863
2021-10-25,8.399999618530273
2021-10-26,8.399999618530273
2021-10-27,8.5
2021-10-28,8.399999618530273
2021-10-29,8.399999618530273
2021-11-01,8.5
2021-11-02,8.5
2021-11-03,8.399999618530273
2021-11-04,8.300000190734863
2021-11-05,8.199999809265137
2021-11-08,8.199999809265137
2021-11-09,8.100000381469727
2021-11-10,8.100000381469727
2021-11-11,8.100000381469727
2021-11-12,8.300000190734863
2021-11-15,7.900000095367432
2021-11-16,7.900000095367432
2021-11-17,7.699999809265137
2021-11-18,7.5
2021-11-19,7.5
2021-11-22,7.300000190734863
2021-11-23,7.099999904632568
2021-11-24,6.599999904632568
2021-11-26,6.5
2021-11-29,6.599999904632568
2021-11-30,6.400000095367432
2021-12-01,6.300000190734863
2021-12-02,6.699999809265137
2021-12-03,6.699999809265137
2021-12-06,6.900000095367432
2021-12-07,7.199999809265137
2021-12-08,7.199999809265137
2021-12-09,7.099999904632568
2021-12-10,6.699999809265137
2021-12-13,6.599999904632568
2021-12-14,6.5
2021-12-15,6.699999809265137
2021-12-16,7.0
2021-12-17,6.800000190734863
2021-12-20,6.800000190734863
2021-12-21,7.0
2021-12-22,7.099999904632568
2021-12-23,6.900000095367432
2021-12-27,7.0
2021-12-28,6.900000095367432
2021-12-29,7.0
2021-12-30,7.099999904632568
2021-12-31,7.099999904632568
2022-01-03,7.0
2022-01-04,7.199999809265137
2022-01-05,7.099999904632568
2022-01-06,6.900000095367432
2022-01-07,6.900000095367432
2022-01-10,6.900000095367432
2022-01-11,6.900000095367432
2022-01-12,6.800000190734863
2022-01-13,6.900000095367432
2022-01-14,6.900000095367432
2022-01-18,6.800000190734863
2022-01-19,6.800000190734863
2022-01-20,6.800000190734863
2022-01-21,6.599999904632568
2022-01-24,6.0
2022-01-25,6.0
2022-01-26,6.0
2022-01-27,6.0
2022-01-28,6.0
2022-01-31,6.099999904632568
2022-02-01,6.400000095367432
2022-02-02,6.599999904632568
2022-02-03,6.699999809265137
2022-02-04,6.900000095367432
2022-02-07,7.0
2022-02-08,7.0
2022-02-09,6.900000095367432
2022-02-10,7.699999809265137
2022-02-11,7.5
2022-02-14,7.199999809265137
2022-02-15,7.400000095367432
2022-02-16,7.199999809265137
2022-02-17,7.099999904632568
2022-02-18,6.900000095367432
2022-02-22,6.400000095367432
2022-02-23,6.300000190734863
2022-02-24,6.0
2022-02-25,6.599999904632568
2022-02-28,8.109999656677246
2022-03-01,7.760000228881836
2022-03-02,7.519999980926514
2022-03-03,7.829999923706055
2022-03-04,7.849999904632568
2022-03-07,8.520000457763672
2022-03-08,8.40999984741211
2022-03-09,8.829999923706055
2022-03-10,9.25
2022-03-11,9.789999961853027
2022-03-14,8.850000381469727
2022-03-15,8.130000114440918
2022-03-16,8.09000015258789
2022-03-17,8.100000381469727
2022-03-18,8.0
2022-03-21,7.480000019073486
2022-03-22,7.579999923706055
2022-03-23,7.5
2022-03-24,7.28000020980835
2022-03-25,7.510000228881836
2022-03-28,7.010000228881836
2022-03-29,7.199999809265137
2022-03-30,7.139999866485596
2022-03-31,7.260000228881836
2022-04-01,6.900000095367432
2022-04-04,6.909999847412109
2022-04-05,6.869999885559082
2022-04-06,6.980000019073486
2022-04-07,6.889999866485596
2022-04-08,6.789999961853027
2022-04-11,6.659999847412109
2022-04-12,6.349999904632568
2022-04-13,6.300000190734863
2022-04-14,6.03000020980835
2022-04-18,5.989999771118164
2022-04-19,6.119999885559082
2022-04-20,6.360000133514404
2022-04-21,6.139999866485596
2022-04-22,6.329999923706055
2022-04-25,7.159999847412109
2022-04-26,7.079999923706055
2022-04-27,6.460000038146973
2022-04-28,6.53000020980835
2022-04-29,6.559999942779541
2022-05-02,6.329999923706055
2022-05-03,6.420000076293945
2022-05-04,6.559999942779541
2022-05-05,6.599999904632568
2022-05-06,6.320000171661377
2022-05-09,6.039999961853027
2022-05-10,6.090000152587891
2022-05-11,5.820000171661377
2022-05-12,5.480000019073486
2022-05-13,5.96999979019165
2022-05-16,6.0
2022-05-17,6.190000057220459
2022-05-18,5.980000019073486
2022-05-19,6.130000114440918
2022-05-20,6.03000020980835
2022-05-23,6.050000190734863
2022-05-24,5.670000076293945
2022-05-25,5.71999979019165
2022-05-26,5.670000076293945
2022-05-27,5.650000095367432
2022-05-31,5.690000057220459
2022-06-01,5.420000076293945
2022-06-02,5.510000228881836
2022-06-03,5.400000095367432
2022-06-06,5.28000020980835
2022-06-07,5.349999904632568
2022-06-08,5.360000133514404
2022-06-09,5.630000114440918
2022-06-10,5.519999980926514
2022-06-13,5.119999885559082
2022-06-14,4.96999979019165
2022-06-15,5.099999904632568
2022-06-16,5.150000095367432
2022-06-17,5.190000057220459
2022-06-21,5.139999866485596
2022-06-22,5.070000171661377
2022-06-23,5.0
2022-06-24,5.260000228881836
2022-06-27,5.28000020980835
2022-06-28,5.090000152587891
2022-06-29,5.199999809265137
2022-06-30,5.21999979019165
2022-07-01,5.21999979019165
2022-07-05,5.179999828338623
2022-07-06,5.21999979019165
2022-07-07,5.269999980926514
2022-07-08,5.159999847412109
2022-07-11,5.0
2022-07-12,4.900000095367432
2022-07-13,4.920000076293945
2022-07-14,4.699999809265137
2022-07-15,4.699999809265137
2022-07-18,4.769999980926514
2022-07-19,5.0
2022-07-20,4.869999885559082
2022-07-21,4.840000152587891
2022-07-22,4.75
2022-07-25,4.730000019073486
2022-07-26,4.539999961853027
2022-07-27,4.400000095367432
2022-07-28,4.380000114440918
2022-07-29,4.449999809265137
2022-08-01,4.769999980926514
2022-08-02,4.340000152587891
2022-08-03,4.309999942779541
2022-08-04,4.360000133514404
2022-08-05,4.289999961853027
2022-08-08,4.329999923706055
2022-08-09,3.8299999237060547
2022-08-10,3.869999885559082
2022-08-11,3.559999942779541
2022-08-12,3.5999999046325684
2022-08-15,3.5
2022-08-16,3.3499999046325684
2022-08-17,3.299999952316284
2022-08-18,3.380000114440918
2022-08-19,3.380000114440918
2022-08-22,3.740000009536743
2022-08-23,4.400000095367432
2022-08-24,4.460000038146973
2022-08-25,4.380000114440918
2022-08-26,4.159999847412109
2022-08-29,3.799999952316284
2022-08-30,3.809999942779541
2022-08-31,4.0
2022-09-01,3.9000000953674316
2022-09-02,3.859999895095825
2022-09-06,3.7699999809265137
2022-09-07,3.7100000381469727
2022-09-08,3.9200000762939453
2022-09-09,4.0
2022-09-12,3.890000104904175
2022-09-13,3.75
2022-09-14,3.740000009536743
2022-09-15,3.700000047683716
2022-09-16,3.7200000286102295
2022-09-19,3.609999895095825
2022-09-20,3.609999895095825
2022-09-21,3.380000114440918
2022-09-22,3.2899999618530273
2022-09-23,3.0
2022-09-26,3.0199999809265137
2022-09-27,2.880000114440918
2022-09-28,2.8499999046325684
2022-09-29,2.700000047683716
2022-09-30,2.559999942779541
2022-10-03,2.8499999046325684
2022-10-04,2.9200000762939453
2022-10-05,2.880000114440918
2022-10-06,2.880000114440918
2022-10-07,2.930000066757202
2022-10-10,2.9700000286102295
2022-10-11,2.859999895095825
2022-10-12,2.9000000953674316
2022-10-13,2.799999952316284
2022-10-14,2.4100000858306885
2022-10-17,2.7300000190734863
2022-10-18,2.7699999809265137
2022-10-19,2.869999885559082
2022-10-20,2.7799999713897705
2022-10-21,2.6500000953674316
2022-10-24,2.5
2022-10-25,2.4600000381469727
2022-10-26,2.4600000381469727
2022-10-27,2.609999895095825
2022-10-28,2.619999885559082
2022-10-31,2.559999942779541
2022-11-01,2.549999952316284
2022-11-02,2.559999942779541
2022-11-03,2.4600000381469727
2022-11-04,2.549999952316284
2022-11-07,2.6600000858306885
2022-11-08,2.630000114440918
2022-11-09,2.569999933242798
2022-11-10,2.619999885559082
2022-11-11,2.619999885559082
2022-11-14,2.8499999046325684
2022-11-15,3.0
2022-11-16,3.059999942779541
2022-11-17,2.8499999046325684
2022-11-18,2.7899999618530273
2022-11-21,2.7799999713897705
2022-11-22,2.9000000953674316
2022-11-23,2.7799999713897705
2022-11-25,2.8499999046325684
2022-11-28,3.069999933242798
2022-11-29,2.9200000762939453
2022-11-30,3.109999895095825
2022-12-01,3.0
2022-12-02,3.009999990463257
2022-12-05,3.1600000858306885
2022-12-06,3.130000114440918
2022-12-07,3.2100000381469727
2022-12-08,3.200000047683716
2022-12-09,3.2200000286102295
2022-12-12,3.2300000190734863
2022-12-13,3.0999999046325684
2022-12-14,3.0199999809265137
2022-12-15,2.9600000381469727
2022-12-16,2.9600000381469727
2022-12-19,3.109999895095825
2022-12-20,3.049999952316284
2022-12-21,3.059999942779541
2022-12-22,2.990000009536743
2022-12-23,2.9700000286102295
2022-12-27,2.869999885559082
2022-12-28,2.8499999046325684
2022-12-29,3.049999952316284
2022-12-30,3.0199999809265137
2023-01-03,3.0799999237060547
2023-01-04,3.059999942779541
2023-01-05,3.140000104904175
2023-01-06,3.140000104904175
2023-01-09,3.259999990463257
2023-01-10,4.579999923706055
2023-01-11,4.5
2023-01-12,4.179999828338623
2023-01-13,4.300000190734863
2023-01-17,5.079999923706055
2023-01-18,5.510000228881836
2023-01-19,5.619999885559082
2023-01-20,5.590000152587891
2023-01-23,5.139999866485596
2023-01-24,5.199999809265137
2023-01-25,5.159999847412109
2023-01-26,5.340000152587891
2023-01-27,5.179999828338623
2023-01-30,4.849999904632568
2023-01-31,4.639999866485596
2023-02-01,4.440000057220459
2023-02-02,4.809999942779541
2023-02-03,4.929999828338623
2023-02-06,4.949999809265137
2023-02-07,4.679999828338623
2023-02-08,4.46999979019165
2023-02-09,4.460000038146973
2023-02-10,4.53000020980835
2023-02-13,4.539999961853027
2023-02-14,4.449999809265137
2023-02-15,4.400000095367432
2023-02-16,4.090000152587891
2023-02-17,4.059999942779541
2023-02-21,4.239999771118164
2023-02-22,4.110000133514404
2023-02-23,4.260000228881836
2023-02-24,4.119999885559082
2023-02-27,4.119999885559082
2023-02-28,4.099999904632568
2023-03-01,4.130000114440918
2023-03-02,4.800000190734863
2023-03-03,4.820000171661377
2023-03-06,4.880000114440918
2023-03-07,4.679999828338623
2023-03-08,4.449999809265137
2023-03-09,4.130000114440918
2023-03-10,3.940000057220459
2023-03-13,3.6600000858306885
2023-03-14,3.809999942779541
2023-03-15,3.759999990463257
2023-03-16,3.8499999046325684
2023-03-17,3.9800000190734863
2023-03-20,3.8499999046325684
2023-03-21,4.050000190734863
2023-03-22,3.940000057220459
2023-03-23,3.930000066757202
2023-03-24,3.799999952316284
2023-03-27,3.9000000953674316
2023-03-28,3.8499999046325684
2023-03-29,3.880000114440918
2023-03-30,3.869999885559082
2023-03-31,3.880000114440918
2023-04-03,3.930000066757202
2023-04-04,3.9100000858306885
2023-04-05,3.880000114440918
2023-04-06,3.869999885559082
2023-04-10,3.9200000762939453
2023-04-11,3.9100000858306885
2023-04-12,3.9000000953674316
2023-04-13,3.9100000858306885
2023-04-14,3.859999895095825
2023-04-17,3.8499999046325684
2023-04-18,3.759999990463257
2023-04-19,3.6600000858306885
2023-04-20,3.700000047683716
2023-04-21,3.700000047683716
2023-04-24,3.5299999713897705
2023-04-25,3.7100000381469727
2023-04-26,3.640000104904175
2023-04-27,3.809999942779541
2023-04-28,4.059999942779541
2023-05-01,4.329999923706055
2023-05-02,4.130000114440918
2023-05-03,4.019999980926514
2023-05-04,4.0
2023-05-05,4.159999847412109
2023-05-08,4.420000076293945
2023-05-09,4.340000152587891
2023-05-10,4.369999885559082
2023-05-11,4.639999866485596
2023-05-12,4.5
2023-05-15,4.550000190734863
2023-05-16,4.579999923706055
2023-05-17,4.730000019073486
2023-05-18,4.510000228881836
2023-05-19,4.480000019073486
2023-05-22,4.489999771118164
2023-05-23,4.409999847412109
2023-05-24,4.25
2023-05-25,4.210000038146973
2023-05-26,4.179999828338623
2023-05-30,4.179999828338623
2023-05-31,4.260000228881836
2023-06-01,4.349999904632568
2023-06-02,4.369999885559082
2023-06-05,4.289999961853027
2023-06-06,4.510000228881836
2023-06-07,4.590000152587891
2023-06-08,4.820000171661377
2023-06-09,5.0
2023-06-12,5.079999923706055
2023-06-13,5.449999809265137
2023-06-14,5.329999923706055
2023-06-15,5.010000228881836
2023-06-16,5.019999980926514
2023-06-20,4.809999942779541
2023-06-21,4.730000019073486
2023-06-22,4.320000171661377
2023-06-23,4.320000171661377
2023-06-26,4.159999847412109
2023-06-27,4.650000095367432
2023-06-28,4.730000019073486
2023-06-29,4.769999980926514
2023-06-30,4.409999847412109
2023-07-03,4.420000076293945
2023-07-05,4.480000019073486
2023-07-06,4.380000114440918
2023-07-07,4.340000152587891
2023-07-10,4.400000095367432
2023-07-11,4.28000020980835
2023-07-12,4.360000133514404
2023-07-13,4.309999942779541
2023-07-14,4.28000020980835
2023-07-17,4.25
2023-07-18,4.139999866485596
2023-07-19,4.25
2023-07-20,4.159999847412109
2023-07-21,4.050000190734863
2023-07-24,4.039999961853027
2023-07-25,3.950000047683716
2023-07-26,4.039999961853027
2023-07-27,4.070000171661377
2023-07-28,4.179999828338623
2023-07-31,4.21999979019165
2023-08-01,4.179999828338623
2023-08-02,4.059999942779541
2023-08-03,4.090000152587891
2023-08-04,4.070000171661377
2023-08-07,3.9800000190734863
2023-08-08,4.150000095367432
2023-08-09,4.289999961853027
2023-08-10,4.010000228881836
2023-08-11,4.0
2023-08-14,3.930000066757202
2023-08-15,3.869999885559082
2023-08-16,3.9100000858306885
2023-08-17,3.7200000286102295
2023-08-18,3.700000047683716
2023-08-21,3.680000066757202
2023-08-22,3.6500000953674316
2023-08-23,3.75
2023-08-24,3.609999895095825
2023-08-25,3.549999952316284
2023-08-28,3.759999990463257
2023-08-29,3.6500000953674316
2023-08-30,3.700000047683716
2023-08-31,3.869999885559082
2023-09-01,3.809999942779541
2023-09-05,3.680000066757202
2023-09-06,3.630000114440918
2023-09-07,3.559999942779541
2023-09-08,3.509999990463257
2023-09-11,3.4800000190734863
2023-09-12,3.5299999713897705
2023-09-13,3.4200000762939453
2023-09-14,3.4700000286102295
2023-09-15,3.5399999618530273
2023-09-18,3.4000000953674316
2023-09-19,3.4200000762939453
2023-09-20,3.299999952316284
2023-09-21,3.2100000381469727
2023-09-22,3.259999990463257
2023-09-25,3.2899999618530273
2023-09-26,3.2100000381469727
2023-09-27,3.1500000953674316
2023-09-28,3.180000066757202
2023-09-29,3.059999942779541
2023-10-02,2.9800000190734863
2023-10-03,2.9100000858306885
2023-10-04,2.8499999046325684
2023-10-05,2.869999885559082
2023-10-06,3.0
2023-10-09,3.119999885559082
2023-10-10,3.1600000858306885
2023-10-11,3.0199999809265137
2023-10-12,2.9800000190734863
2023-10-13,2.890000104904175
2023-10-16,2.9100000858306885
2023-10-17,2.930000066757202
2023-10-18,2.990000009536743
2023-10-19,2.940000057220459
2023-10-20,2.930000066757202
2023-10-23,2.7200000286102295
2023-10-24,2.8299999237060547
2023-10-25,2.700000047683716
2023-10-26,2.940000057220459
2023-10-27,2.7699999809265137
2023-10-30,2.869999885559082
2023-10-31,2.700000047683716
2023-11-01,2.7200000286102295
2023-11-02,1.690000057220459
2023-11-03,1.5199999809265137
2023-11-06,1.350000023841858
2023-11-07,1.2300000190734863
2023-11-08,1.2799999713897705
2023-11-09,1.4600000381469727
2023-11-10,1.3200000524520874
2023-11-13,1.2899999618530273
2023-11-14,1.340000033378601
2023-11-15,1.2300000190734863
2023-11-16,1.190000057220459
2023-11-17,1.25
2023-11-20,1.1699999570846558
2023-11-21,1.0
2023-11-22,1.350000023841858
2023-11-24,1.340000033378601
2023-11-27,1.309999942779541
2023-11-28,1.1799999475479126
2023-11-29,1.1200000047683716
2023-11-30,0.8799999952316284
2023-12-01,1.1399999856948853
2023-12-04,1.0499999523162842
2023-12-05,0.9300000071525574
2023-12-06,0.9900000095367432
2023-12-07,1.059999942779541
2023-12-08,1.0499999523162842
2023-12-11,0.8999999761581421
2023-12-12,0.7900000214576721
2023-12-13,0.8100000023841858
2023-12-14,0.7900000214576721
2023-12-15,0.800000011920929
2023-12-18,0.7699999809265137
2023-12-19,0.8299999833106995
2023-12-20,0.8100000023841858
2023-12-21,0.8600000143051147
2023-12-22,0.8799999952316284
2023-12-26,0.8999999761581421
2023-12-27,0.8799999952316284
2023-12-28,0.9200000166893005
2023-12-29,0.9399999976158142
2024-01-02,0.9300000071525574
2024-01-03,0.8899999856948853
2024-01-04,0.8899999856948853
2024-01-05,0.9200000166893005
2024-01-08,0.8899999856948853
2024-01-09,0.9399999976158142
2024-01-10,0.9900000095367432
2024-01-11,1.0099999904632568
2024-01-12,1.2400000095367432
2024-01-16,0.9900000095367432
2024-01-17,0.9300000071525574
2024-01-18,0.9399999976158142
2024-01-19,0.9399999976158142
2024-01-22,1.1299999952316284
2024-01-23,1.1100000143051147
2024-01-24,1.1399999856948853
2024-01-25,1.1299999952316284
2024-01-26,1.1399999856948853
2024-01-29,1.2000000476837158
2024-01-30,1.2999999523162842
2024-01-31,1.340000033378601
2024-02-01,1.409999966621399
2024-02-02,1.409999966621399
2024-02-05,1.3700000047683716
2024-02-06,1.3799999952316284
2024-02-07,1.2999999523162842
2024-02-08,1.309999942779541
2024-02-09,1.350000023841858
2024-02-12,1.3300000429153442
2024-02-13,1.2899999618530273
2024-02-14,1.2799999713897705
2024-02-15,1.3200000524520874
2024-02-16,1.3799999952316284
2024-02-20,1.399999976158142
2024-02-21,1.3899999856948853
2024-02-22,1.350000023841858
2024-02-23,1.399999976158142
2024-02-26,1.3700000047683716
2024-02-27,1.5199999809265137
2024-02-28,1.4199999570846558
2024-02-29,1.3899999856948853
2024-03-01,1.3300000429153442
2024-03-04,1.2899999618530273
2024-03-05,1.309999942779541
2024-03-06,1.3600000143051147
2024-03-07,1.350000023841858
2024-03-08,1.340000033378601
2024-03-11,1.3300000429153442
2024-03-12,1.2999999523162842
2024-03-13,1.2899999618530273
2024-03-14,1.2899999618530273
2024-03-15,1.2899999618530273
2024-03-18,1.2799999713897705
2024-03-19,1.2300000190734863
2024-03-20,1.1100000143051147
2024-03-21,1.3799999952316284
2024-03-22,1.3899999856948853
2024-03-25,1.340000033378601
2024-03-26,1.309999942779541
2024-03-27,1.3700000047683716
2024-03-28,1.3700000047683716
2024-04-01,1.3200000524520874
2024-04-02,1.2999999523162842
2024-04-03,1.2999999523162842
2024-04-04,1.2999999523162842
2024-04-05,1.2000000476837158
2024-04-08,1.190000057220459
2024-04-09,1.2000000476837158
2024-04-10,1.1200000047683716
2024-04-11,1.1399999856948853
2024-04-12,1.090000033378601
2024-04-15,1.0099999904632568
2024-04-16,1.1100000143051147
2024-04-17,1.059999942779541
2024-04-18,1.0
2024-04-19,1.0499999523162842
2024-04-22,1.25
2024-04-23,1.5800000429153442
2024-04-24,2.2799999713897705
2024-04-25,1.9800000190734863
2024-04-26,2.5
2024-04-29,2.940000057220459
2024-04-30,2.740000009536743
2024-05-01,2.690000057220459
2024-05-02,2.369999885559082
2024-05-03,2.049999952316284
2024-05-06,2.119999885559082
2024-05-07,2.0899999141693115
2024-05-08,2.0199999809265137
2024-05-09,2.1500000953674316
2024-05-10,2.2300000190734863
2024-05-13,2.180000066757202
2024-05-14,2.4000000953674316
2024-05-15,2.4800000190734863
2024-05-16,2.2699999809265137
2024-05-17,2.2100000381469727
2024-05-20,2.2200000286102295
2024-05-21,2.2300000190734863
2024-05-22,2.130000114440918
2024-05-23,1.9700000286102295
2024-05-24,1.75
2024-05-28,1.8600000143051147
2024-05-29,1.899999976158142
2024-05-30,1.8200000524520874
2024-05-31,1.7799999713897705
2024-06-03,1.7300000190734863
2024-06-04,1.7699999809265137
2024-06-05,1.7599999904632568
2024-06-06,1.7799999713897705
2024-06-07,1.7200000286102295
2024-06-10,1.7799999713897705
2024-06-11,1.7599999904632568
2024-06-12,1.75
2024-06-13,1.7699999809265137
2024-06-14,1.690000057220459
2024-06-17,1.7200000286102295
2024-06-18,1.9500000476837158
2024-06-20,2.009999990463257
2024-06-21,1.8799999952316284
2024-06-24,1.7899999618530273
2024-06-25,1.75
2024-06-26,1.7400000095367432
2024-06-27,1.7699999809265137
2024-06-28,2.069999933242798
2024-07-01,2.7699999809265137
2024-07-02,2.859999895095825
2024-07-03,2.9600000381469727
2024-07-05,3.5199999809265137
2024-07-08,3.2100000381469727
2024-07-09,3.0299999713897705
2024-07-10,3.1700000762939453
2024-07-11,3.009999990463257
2024-07-12,3.0999999046325684
2024-07-15,3.2799999713897705
2024-07-16,3.8299999237060547
2024-07-17,3.5799999237060547
2024-07-18,3.119999885559082
2024-07-19,3.069999933242798
2024-07-22,3.1700000762939453
2024-07-23,3.109999895095825
2024-07-24,2.809999942779541
2024-07-25,2.700000047683716
2024-07-26,2.7699999809265137
2024-07-29,2.9200000762939453
2024-07-30,2.75
2024-07-31,2.869999885559082
2024-08-01,2.930000066757202
2024-08-02,2.7799999713897705
2024-08-05,2.5999999046325684
2024-08-06,2.5
2024-08-07,2.380000114440918
2024-08-08,2.630000114440918
2024-08-09,2.5
2024-08-12,2.549999952316284
